iter	Logloss
850	0.06938849806
851	0.06936821419
852	0.06934679987
853	0.06933780565
854	0.06930344358
855	0.06928108713
856	0.06926384077
857	0.06924021243
858	0.06923438546
859	0.0692240682
860	0.06921671402
861	0.069210928
862	0.06919305697
863	0.0691898046
864	0.06918435825
865	0.0691747673
866	0.06916824434
867	0.06915605037
868	0.06915017271
869	0.06912767473
870	0.06911131202
871	0.06908917113
872	0.0690702713
873	0.06903855636
874	0.06902288443
875	0.06895113783
876	0.06892628548
877	0.06890982795
878	0.06888644129
879	0.06885817226
880	0.06883224027
881	0.06880103441
882	0.06877876805
883	0.06875972068
884	0.06873974438
885	0.06872419017
886	0.06872188323
887	0.06870744572
888	0.06868998984
889	0.06867813988
890	0.06866845631
891	0.06865953105
892	0.06864778642
893	0.06861017454
894	0.06860038916
895	0.06858151365
896	0.06856964021
897	0.06854665017
898	0.06852720547
899	0.06851282723
900	0.0685091139
901	0.06849906384
902	0.06843591624
903	0.06840244008
904	0.06838604991
905	0.0683550229
906	0.06833220472
907	0.06829858643
908	0.06828058008
909	0.06825736829
910	0.06822795606
911	0.06821801464
912	0.06820093394
913	0.06818090079
914	0.06815592278
915	0.06813415154
916	0.06810375592
917	0.06808379983
918	0.068056944
919	0.06804622193
920	0.06803470055
921	0.06802421667
922	0.0680119951
923	0.06800560978
924	0.06799724156
925	0.06798025815
926	0.06797308949
927	0.06796564279
928	0.06795131113
929	0.06793464344
930	0.06791978622
931	0.06788658522
932	0.0678456262
933	0.06782525639
934	0.06778779173
935	0.06776258055
936	0.06774734947
937	0.06772626678
938	0.06769610069
939	0.06768020143
940	0.06766996036
941	0.06766329108
942	0.06765267552
943	0.06763877108
944	0.06762132099
945	0.06760608109
946	0.06760079165
947	0.0675749417
948	0.06756145845
949	0.06754856424
950	0.06752092491
951	0.06750719934
952	0.06749049246
953	0.06748337726
954	0.06746546592
955	0.06745533962
956	0.06743934798
957	0.06741363702
958	0.06739642598
959	0.06738821235
960	0.06736337642
961	0.06735370752
962	0.06732741422
963	0.06731330063
964	0.06729319872
965	0.06728292439
966	0.06726786057
967	0.067254054
968	0.06724502112
969	0.06723116814
970	0.06720637457
971	0.06716646428
972	0.06715023913
973	0.06707138445
974	0.06704845999
975	0.06702590093
976	0.06701119273
977	0.06696818464
978	0.06694915807
979	0.06692676746
980	0.06690181143
981	0.06687540406
982	0.06686240295
983	0.06684247067
984	0.06682657097
985	0.06680862069
986	0.06679857478
987	0.06676942361
988	0.06673868518
989	0.06672333289
990	0.06670991192
991	0.06667348892
992	0.06665370291
993	0.06663990806
994	0.06662347088
995	0.0666107468
996	0.06658849168
997	0.06657460661
998	0.06655832022
999	0.06652748617
